,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
874,Atsuto,-0.54543,-0.56676,4.00294,-9.10306,10.07894,-0.56450,Erik Sven Williams,0.22269,1.40214,-9.38629,-1.96659,True,-25.27008
875,Bob,1.65095,0.78301,-3.43030,-9.97860,10.04814,0.79912,Erik Sven Fernström,-2.21856,0.29937,-9.28874,-3.39682,False,80.83222
876,Shoogee,-0.11649,0.01931,6.13536,-9.29239,10.31642,-0.00063,Jerry Fernström,-0.21778,0.79612,-9.04036,-0.69720,True,-2.75704
877,Bob,0.98003,-0.14730,-2.01245,-8.57482,10.50824,-0.03169,Erik Sven Williams,-0.35987,-1.16779,-8.55095,-2.27272,False,47.99525
878,Jorg,-0.48372,-0.10607,3.13583,-8.88025,10.43334,-0.17320,Erik Sven Williams,-1.01294,-1.18114,-10.27737,-1.48934,True,-22.61830
879,Bob,-0.25435,0.04663,2.76534,-9.26620,10.83739,-0.04599,Jerry Fernström,-4.67201,2.00775,-10.07769,-2.19441,True,-11.33461
880,Bob,0.22646,-0.47153,-0.38385,-8.94878,9.82815,-0.38808,Erik Sven Williams,-0.88244,4.10557,-8.82883,-4.11283,False,11.13089
881,Atsuto,0.95623,0.04937,-6.43952,-9.10790,10.15586,0.05565,Jerry Fernström,-0.87247,1.20892,-8.86171,3.70673,False,44.59198
882,Atsuto,-0.58801,-1.12889,1.75538,-9.38776,10.35129,-1.06101,Jerry från Solna,-0.28676,-0.20062,-7.83777,2.44697,True,-28.52263
883,Shoogee,1.03711,-1.01101,-7.02018,-8.90353,10.66461,-0.96008,Jerry från Solna,0.25707,-1.06225,-10.56596,1.56061,False,48.34535
884,Jorg,1.78332,-0.32645,0.00872,-9.56713,9.99194,-0.29426,Erik Sven Williams,2.97413,1.38791,-8.88542,-1.84085,False,89.17023
885,Atsuto,1.27683,-1.70040,-1.94653,-9.29943,10.34282,-1.85400,Jerry från Solna,0.62524,-0.54206,-9.64750,-2.01204,False,62.86842
886,Jorg,1.65816,0.68291,-1.74112,-9.34452,10.40875,0.68072,Jerry Fernström,0.19956,0.18931,-7.28156,-1.99109,False,82.03736
887,Jorg,1.83208,-0.62513,-1.18484,-9.16322,10.18796,-0.51049,Erik Sven Williams,-0.25986,0.82057,-8.76870,0.17937,False,91.01143
888,Bob,2.77612,0.57065,-3.34498,-8.67127,9.87183,0.61502,Jerry Fernström,0.45184,1.21458,-8.41470,0.77492,False,137.13328
889,Shoogee,1.39396,0.86964,2.99682,-9.14699,10.24674,0.80628,Erik Sven Fernström,0.63131,-2.40057,-6.75229,0.48130,True,71.19624
890,Jorg,1.14110,0.17088,1.17403,-9.09783,10.50516,0.19506,Jerry Fernström,-1.62412,-2.83844,-11.26719,3.53014,True,57.64202
891,Atsuto,-0.07233,-0.17067,-2.52680,-9.15038,10.11176,-0.10849,Erik Sven Williams,-0.15073,-0.57787,-8.84132,3.41652,False,-4.87972
892,Jorg,1.41824,-0.64210,-1.51415,-9.01253,10.61192,-0.50824,Erik Sven Williams,0.01306,3.10760,-8.58629,-0.60694,False,70.15482
893,Shoogee,1.59916,-0.97595,-2.45102,-9.21361,10.31543,-0.98780,Jerry från Solna,-0.75730,-3.42448,-5.81426,-2.41767,False,78.73240
894,Shoogee,3.42703,0.98807,-1.63150,-9.98124,10.41241,0.96305,Erik Sven Fernström,0.24170,0.09286,-7.76234,-1.24676,False,170.53590
895,Atsuto,0.75259,0.97024,-1.71425,-9.26494,10.11403,0.98088,Erik Sven Fernström,0.36102,-0.72398,-7.70880,-2.48754,False,36.77249
896,Bob,-1.20799,0.60049,6.39182,-8.90640,10.06192,0.51471,Jerry Fernström,2.46058,-1.08582,-7.09914,-3.34341,True,-57.20353
897,Jorg,1.10272,1.67138,-2.51251,-9.08146,10.57308,1.70885,Jerry Williams,-1.93356,-2.97917,-11.42192,2.82049,False,53.87975
898,Jorg,-0.60073,-0.51698,-3.66481,-9.05396,10.45437,-0.46879,Erik Sven Williams,-1.82002,-1.14066,-9.98619,1.89471,False,-31.86884
899,Bob,0.93866,-0.22078,4.05303,-9.38063,9.93766,-0.26706,Erik Sven Williams,-1.51418,3.74502,-8.99571,-0.93984,True,48.95939
900,Jorg,1.95727,1.19183,0.13166,-8.93684,10.52167,1.21682,Erik Sven Fernström,0.15317,-2.46550,-7.98602,-0.98301,True,97.92911
901,Bob,0.01202,-0.27291,4.48894,-9.20356,10.87521,-0.26513,Erik Sven Williams,-1.46835,1.64816,-8.65322,-1.95467,True,2.84537
902,Bob,-0.21761,0.10704,-2.43265,-9.91196,10.09133,-0.02819,Jerry Fernström,-1.80814,-0.44183,-9.54095,-3.40232,False,-12.09672
903,Atsuto,0.90747,0.73208,-4.64547,-9.05510,10.26119,0.82310,Jerry Fernström,0.87939,-1.73913,-10.61257,-1.11753,False,43.05057
904,Jorg,1.20349,0.45837,4.58519,-9.08812,10.19176,0.64278,Jerry Fernström,-2.50388,-1.85435,-8.99156,-0.55262,True,62.46706
905,Shoogee,1.10095,-0.14261,-4.37516,-9.69654,10.55046,-0.21220,Erik Sven Williams,2.51651,1.10386,-7.66598,-2.50859,False,52.85969
906,Shoogee,0.74403,1.03956,1.38932,-9.30560,10.24917,1.16477,Erik Sven Fernström,-0.67239,0.41580,-9.03306,-0.11738,True,37.89629
907,Shoogee,1.09733,1.74962,-1.24958,-8.84291,10.09565,1.90330,Jerry Williams,-0.00249,1.12695,-6.02003,-1.79754,True,54.24171
908,Jorg,1.12554,0.03888,-1.39053,-9.31156,10.60889,0.08899,Jerry Fernström,-4.13059,-2.59098,-14.57144,3.96200,False,55.58152
909,Atsuto,0.70806,0.18755,-7.36228,-8.94536,10.14590,0.18694,Jerry Fernström,1.18012,0.71627,-9.68362,-0.17744,False,31.72196
910,Atsuto,0.56384,-0.31360,-2.35212,-9.35738,10.23829,-0.41380,Erik Sven Williams,0.49761,0.61092,-8.87641,-2.13405,False,27.01602
911,Atsuto,1.08444,-0.81585,-1.93817,-9.08676,10.23502,-0.69755,Jerry från Solna,0.51578,-0.24969,-8.07737,2.57519,False,53.25269
912,Bob,0.73835,-0.53272,-0.31954,-9.31430,10.67216,-0.41016,Erik Sven Williams,1.80776,0.16369,-4.49862,-2.05195,False,36.75753
913,Shoogee,1.05693,0.00987,-2.31253,-9.82030,10.45661,0.12521,Jerry Fernström,0.59686,0.14638,-6.85810,-2.36330,False,51.69007
914,Bob,0.64313,0.80553,1.90397,-9.11239,9.90400,0.74294,Erik Sven Fernström,-0.55239,0.11308,-11.06797,-3.24493,True,33.10840
915,Shoogee,0.87645,0.48965,2.40473,-9.54881,10.58478,0.56788,Jerry Fernström,-1.84358,-0.56263,-7.85235,-1.47362,True,45.02475
916,Shoogee,0.06637,-0.32489,1.25156,-9.64970,10.38042,-0.32203,Erik Sven Williams,0.98472,1.21987,-6.83843,-1.06390,True,3.94411
917,Jorg,0.88192,-0.13605,-1.51358,-8.95660,10.41909,-0.11532,Erik Sven Williams,1.84840,-0.34368,-10.26405,-0.95082,False,43.33944
918,Shoogee,-0.31063,0.49154,2.10486,-8.79338,10.80256,0.40496,Jerry Fernström,-0.76504,0.56249,-8.96449,-0.26147,True,-14.47893
919,Atsuto,0.40912,-0.21369,4.24586,-9.60135,10.31943,-0.07124,Erik Sven Williams,0.81450,0.64909,-9.73281,-1.97981,True,22.57869
920,Shoogee,1.36490,-0.18072,-0.57578,-9.66889,10.13664,-0.04023,Erik Sven Williams,-0.06116,-1.38666,-8.50885,-1.72091,False,67.95721
921,Jorg,-0.36247,-0.46466,-5.78990,-9.53953,10.10396,-0.55660,Erik Sven Williams,-1.06842,0.29261,-10.12187,-1.82865,False,-21.01858
922,Shoogee,0.06890,0.35079,2.19611,-8.91355,10.56581,0.35803,Jerry Fernström,1.30864,-0.54618,-8.62640,-1.48616,True,4.54325
923,Bob,1.63702,0.24423,0.66810,-9.23651,10.60624,0.28765,Jerry Fernström,-0.55130,-0.76076,-9.72720,-1.30383,True,82.18513
924,Jorg,1.03856,0.31247,3.52996,-9.10703,9.92170,0.34809,Jerry Fernström,-1.02301,-0.88008,-7.52989,-0.51869,True,53.69273
925,Shoogee,0.45286,-0.13122,1.03516,-9.05947,10.30569,-0.04015,Erik Sven Williams,-1.99010,-0.62077,-9.30589,-1.38862,True,23.16070
926,Shoogee,0.39114,0.23579,1.21607,-9.11445,9.93998,0.08722,Jerry Fernström,1.36822,1.83718,-7.46093,-0.27753,True,20.16481
927,Jorg,0.92267,1.16263,0.59125,-8.95106,10.19969,1.36093,Erik Sven Fernström,0.48924,0.73526,-8.79482,-0.39670,True,46.42922
928,Shoogee,1.74468,-0.82253,-2.69244,-8.96269,10.60493,-0.86542,Jerry från Solna,0.30481,-1.10679,-10.02588,-0.69432,False,85.88787
929,Jorg,1.26193,-0.31049,4.23335,-9.43724,9.93113,-0.36109,Erik Sven Williams,1.53309,1.43856,-9.86699,0.14685,True,65.21308
930,Shoogee,1.12196,-0.17378,-0.10006,-8.56543,10.39160,-0.19127,Erik Sven Williams,-0.59054,-0.91612,-8.82907,-1.03545,False,56.04811
931,Jorg,0.23529,-0.20544,1.52365,-9.11878,9.99125,-0.21391,Erik Sven Williams,-2.07643,-3.21295,-10.46339,0.01854,True,12.52613
932,Atsuto,0.17886,-0.40530,1.09125,-8.87595,10.28902,-0.47590,Erik Sven Williams,0.47057,1.10455,-9.42196,-2.96303,True,9.48853
933,Jorg,0.73113,-2.09131,-2.59491,-8.83924,10.42306,-2.09736,Jerry från Solna,-1.80389,0.00761,-11.42454,-0.80526,False,35.25884
934,Jorg,0.81299,-1.93324,-0.82484,-8.98127,10.17805,-2.00908,Jerry från Solna,-1.19922,-1.99380,-5.32746,0.56758,False,40.23695
935,Jorg,0.29586,0.14823,-2.73562,-8.74673,10.31480,0.25828,Jerry Fernström,0.96977,2.04820,-4.59966,-0.79241,False,13.42531
936,Jorg,2.46838,-0.14063,-4.02073,-9.29388,10.04551,-0.16397,Erik Sven Williams,-1.30011,-0.07920,-7.10179,-3.40821,False,121.40844
937,Jorg,0.67755,-0.30883,2.34637,-8.93153,10.46939,-0.49582,Erik Sven Williams,-0.41949,1.14048,-9.39952,-1.25922,True,35.05075
938,Shoogee,1.94663,0.42536,-3.53458,-8.88100,9.98845,0.35656,Jerry Fernström,0.47844,0.51527,-8.57528,-0.79631,False,95.56426
939,Shoogee,0.09091,0.03459,-1.25424,-8.75811,10.04980,0.19851,Jerry Fernström,-0.45792,-0.58236,-9.00292,-1.20885,False,3.91836
940,Bob,0.54968,-1.10893,-0.90448,-9.19344,10.25795,-1.11544,Jerry från Solna,-2.25845,1.43088,-9.93450,-2.00362,False,27.03183
941,Shoogee,1.39478,0.15980,-5.58329,-9.60067,10.11955,0.09218,Jerry Fernström,-2.86080,0.23208,-10.17101,-0.57612,False,66.94738
942,Shoogee,-0.22356,-0.20897,1.17483,-8.42600,10.61259,-0.19704,Erik Sven Williams,-0.92080,-0.96871,-7.27215,-0.63289,True,-10.59042
943,Shoogee,1.13414,1.06847,2.70756,-8.99355,10.13245,1.21365,Erik Sven Fernström,0.02557,0.94938,-8.99274,-1.42092,True,58.06062
944,Shoogee,0.56288,0.01685,-5.04730,-8.91846,9.96296,-0.13428,Jerry Fernström,-0.32373,-1.55923,-8.13212,-1.02987,False,25.62045
945,Jorg,1.13607,-0.50720,-7.25996,-9.26134,10.35555,-0.34666,Erik Sven Williams,-1.22454,1.17981,-10.28470,-2.43495,False,53.17350
946,Shoogee,2.64542,0.60142,-2.67469,-10.06229,10.30288,0.69811,Jerry Fernström,1.57626,-0.62615,-8.68699,-1.98039,False,130.93368
947,Bob,1.97799,0.64781,-3.04401,-9.13421,10.49598,0.53062,Jerry Fernström,0.13321,-0.82883,-8.98457,-1.55003,False,97.37737
948,Bob,1.39965,-0.28249,2.74521,-9.15222,10.69216,-0.29337,Erik Sven Williams,-0.71978,0.51141,-8.12952,-1.44423,True,71.35489
949,Bob,0.25341,1.10418,-0.34073,-9.61942,10.35011,1.03683,Erik Sven Fernström,-0.49482,0.31895,-10.88733,-0.93684,True,12.49996
950,Bob,1.85897,0.47154,3.65602,-8.88011,9.94493,0.40482,Jerry Fernström,0.72421,0.18636,-9.83226,1.48144,True,94.77636
951,Jorg,-0.31988,-0.09820,5.19192,-9.33856,10.05118,-0.02253,Erik Sven Williams,1.72844,1.70824,-9.43493,-3.41024,True,-13.39791
952,Shoogee,-0.07829,0.10295,-5.05573,-9.46460,10.07974,0.00697,Jerry Fernström,-2.08933,-0.84407,-8.18776,-2.09787,False,-6.44253
953,Jorg,0.37881,-1.08436,-1.52396,-9.11422,10.53832,-1.12250,Jerry från Solna,0.44141,-1.59279,-5.54356,-0.80456,False,18.17855
954,Bob,1.65005,0.95735,-1.86968,-8.88178,10.63883,0.99464,Erik Sven Fernström,1.53204,-2.61119,-11.18310,-2.13596,False,81.56765
955,Jorg,1.06298,0.35606,0.51135,-9.59983,10.21061,0.39194,Jerry Fernström,1.39311,-0.29848,-8.02672,-1.48936,True,53.40467
956,Jorg,0.01223,-0.72368,5.96607,-8.79193,10.41280,-0.85789,Erik Sven Williams,2.03913,-0.51144,-9.06185,-0.54117,True,3.59474
957,Jorg,1.48749,-0.43234,-1.33954,-9.16581,9.86279,-0.49423,Erik Sven Williams,1.69237,0.10633,-8.69845,-1.14440,False,73.70473
958,Jorg,1.20584,-0.05540,1.64972,-9.46374,10.12830,0.22728,Erik Sven Williams,0.26534,0.79269,-7.81920,-2.43234,True,61.11691
959,Shoogee,0.56573,-0.09631,-2.97460,-9.38834,10.55394,-0.06890,Erik Sven Williams,0.02469,-0.12918,-10.86583,0.29975,False,26.79898
960,Bob,1.19022,0.52631,-0.92091,-8.83756,9.82935,0.73164,Jerry Fernström,0.71911,-1.12817,-10.46977,-1.98296,False,59.05048
961,Jorg,1.39544,0.86117,-1.35941,-8.75120,10.29152,0.92557,Erik Sven Fernström,-2.16610,-1.44798,-9.12523,-0.91039,False,69.09228
962,Bob,0.88312,0.73743,-0.15353,-9.07617,10.20789,0.69905,Jerry Fernström,-0.67682,-0.40628,-7.80505,-2.06970,True,44.07915
963,Jorg,1.95169,-0.75568,-2.95718,-9.16642,10.47839,-0.80228,Jerry från Solna,1.50488,2.29596,-7.19309,-0.40538,False,96.10601
964,Bob,1.33437,0.52789,-0.05832,-9.36918,10.06849,0.48215,Jerry Fernström,-0.33523,0.25258,-8.58848,-2.94837,True,66.68951
965,Jorg,0.43476,-1.35621,1.50824,-9.51354,10.20962,-1.24843,Jerry från Solna,1.44336,1.92994,-10.35130,-1.13269,True,22.49194
966,Shoogee,-0.16521,-0.11475,2.72259,-9.28204,9.97493,0.03331,Erik Sven Williams,-0.85125,-2.60961,-7.20364,-0.60403,True,-6.89915
967,Jorg,0.47793,0.39037,0.91075,-9.06478,10.53683,0.42821,Jerry Fernström,-0.85346,0.48183,-7.69847,0.61777,True,24.35198
968,Jorg,1.04613,-0.11872,-5.04776,-9.57128,10.08532,0.10653,Erik Sven Williams,0.78413,1.68309,-7.33562,-1.15437,False,49.78264
969,Jorg,1.78611,-0.33447,-5.03992,-9.21772,9.94817,-0.33886,Erik Sven Williams,0.08959,-2.18688,-11.45871,1.57299,False,86.78543
970,Bob,1.01703,0.28397,-2.75977,-9.46841,10.57759,0.39903,Jerry Fernström,0.69408,1.15861,-7.71138,-2.90573,False,49.47136
971,Atsuto,1.91188,0.24972,-3.14140,-9.71893,10.31468,0.21797,Jerry Fernström,-0.62682,0.09873,-6.84072,-2.53377,False,94.02327
972,Shoogee,2.14810,-0.88607,-1.96418,-8.30444,10.74861,-0.95053,Jerry från Solna,1.16252,-0.25045,-9.23050,0.10293,False,106.42295
973,Bob,1.98672,1.50288,2.85848,-9.66912,10.18651,1.53703,Jerry Williams,-0.45059,0.36376,-10.23832,-1.59408,True,100.76528
974,Atsuto,1.25060,0.00147,-4.09918,-9.35875,10.39259,0.10341,Jerry Fernström,-0.58708,0.96377,-11.13218,0.70290,False,60.48026
975,Jorg,0.60597,-0.06877,-1.81116,-9.25789,10.45007,-0.22616,Erik Sven Williams,0.23100,-2.80119,-9.10048,0.62236,False,29.39309
976,Atsuto,1.97776,0.00935,1.98984,-9.25694,10.20034,-0.09065,Jerry Fernström,0.19564,0.10189,-7.94447,-3.11367,True,99.88275
977,Bob,-1.68468,-0.43004,6.95086,-8.75057,10.06508,-0.53649,Erik Sven Williams,0.73056,-0.96571,-8.97045,-1.66327,True,-80.75840
978,Jorg,1.06876,-0.78238,1.84710,-9.07771,10.01295,-0.72407,Jerry från Solna,-2.49395,-0.57395,-11.63542,0.87081,True,54.36132
979,Jorg,-0.51102,0.56384,3.25341,-8.85274,10.18605,0.53867,Jerry Fernström,-0.61879,-0.19922,-9.45453,0.29100,True,-23.92422
980,Bob,2.74437,-0.37607,-1.02976,-9.45967,10.21144,-0.48176,Erik Sven Williams,1.87821,-1.67771,-9.60393,-1.73340,False,136.70386
981,Jorg,0.74005,0.57151,-0.70862,-9.52228,10.06993,0.59228,Jerry Fernström,0.83541,0.99677,-8.33992,-1.01327,False,36.64817
982,Shoogee,1.27407,0.85720,-3.37883,-9.54702,10.95212,0.83604,Erik Sven Fernström,0.28378,3.73472,-9.06765,-0.11837,False,62.01428
983,Jorg,1.02810,-0.79085,-2.79981,-9.54085,9.91873,-1.04198,Jerry från Solna,0.43447,0.78506,-9.32595,-1.47162,False,50.00503
984,Bob,0.83751,-0.51358,-4.95907,-9.08643,10.68134,-0.53422,Erik Sven Williams,2.11763,-3.23860,-11.61601,-3.59370,False,39.39597
985,Bob,0.51026,0.05948,-5.18815,-9.14942,9.96245,0.18511,Jerry Fernström,-2.62515,-0.77208,-7.50372,-2.78361,False,22.91913
986,Bob,0.75033,-0.31370,-1.03783,-9.04711,10.17932,-0.41702,Erik Sven Williams,1.00969,-2.96235,-7.43382,0.25230,False,36.99781
987,Shoogee,1.23351,-0.16595,0.14108,-8.58171,10.48806,-0.24662,Erik Sven Williams,-1.13877,1.33294,-7.24812,-1.72873,False,61.74613
988,Shoogee,1.39463,0.55427,-3.97352,-8.92811,9.86713,0.40129,Jerry Fernström,-1.44538,1.62857,-8.25239,-1.56746,False,67.74462
989,Bob,-0.13933,-1.47259,2.63974,-9.09238,9.96297,-1.49278,Jerry från Solna,1.65860,-0.29192,-8.74092,-2.78411,True,-5.64659
990,Shoogee,-0.78919,0.27278,-0.81214,-8.90953,10.84500,0.13759,Jerry Fernström,1.14147,3.40882,-12.35471,4.05992,False,-39.86560
991,Shoogee,0.50494,0.73846,-1.16427,-8.65867,10.64373,0.78793,Jerry Fernström,-0.71055,-2.43667,-8.45820,-0.98367,False,24.66502
992,Shoogee,1.13094,0.56578,-0.06865,-8.35203,10.60794,0.38401,Jerry Fernström,-0.47989,-2.72294,-9.61511,-1.86963,True,56.51277
993,Jorg,0.48727,0.04570,-5.67395,-9.29271,10.19192,0.22962,Jerry Fernström,-0.40204,-0.65748,-8.91205,1.46480,False,21.52646
994,Jorg,2.57633,0.59366,-6.72342,-8.98138,10.51429,0.34114,Jerry Fernström,-1.63229,0.35634,-8.76403,-0.65473,False,125.45491
995,Shoogee,2.96657,0.44602,-6.39121,-8.92726,10.59103,0.38746,Jerry Fernström,0.69268,-0.58989,-10.53091,0.20014,False,145.13294
996,Shoogee,0.20434,-0.67408,-4.12029,-9.00304,10.36168,-0.60313,Erik Sven Williams,0.22119,-1.57906,-9.80819,-2.42307,False,8.15681
997,Jorg,0.72078,0.74335,-0.63288,-8.94255,10.07998,0.82252,Jerry Fernström,1.49456,2.23215,-7.26243,0.69045,True,35.72234
998,Jorg,0.34186,0.10278,-0.39189,-9.05518,9.98665,0.04969,Jerry Fernström,-0.25843,0.24975,-9.88372,0.47915,False,16.89682
999,Jorg,0.57296,-0.40369,-1.73764,-9.01203,9.86515,-0.39589,Erik Sven Williams,1.32041,0.94174,-6.46244,0.50173,False,27.77929
